date,0x8484Ef722627bf18ca5Ae6BcF031c23E6e922B30,0xa45b966996374E9e65ab991C6FE4Bfce3a56DDe8
2021-12-28,485094.3889869295,104.28704901416415
2021-12-29,495830.25710012694,104.28704901416415
2021-12-30,496549.820869525,104.28704901416415
2021-12-31,497574.8235595488,104.28704901416415
2022-01-01,499984.0272005957,104.28704901416415
2022-01-02,508339.11553726415,104.32704901416416
2022-01-03,510591.6364985678,104.32704901416416
2022-01-04,511021.8899818911,104.32704901416416
2022-01-05,512095.2927785334,104.32704901416416
2022-01-06,514608.26280719833,104.32704901416416
2022-01-07,521203.74899132736,104.32704901416416
2022-01-08,523029.5539544317,104.32704901416416
2022-01-09,527290.7313434358,104.32704901416416
2022-01-10,527885.9614862328,104.32704901416416
2022-01-11,529171.914594994,104.32704901416416
2022-01-12,531952.7435139595,104.32704901416416
2022-01-13,533596.7494986227,104.32704901416416
2022-01-14,534865.9760905852,104.32704901416416
2022-01-15,535484.5416426876,104.32704901416416
2022-01-16,538762.85157557,104.32704901416416
2022-01-17,538688.3476325186,104.32704901416416
2022-01-18,541121.0026753704,104.32704901416416
2022-01-19,538973.4367306443,104.40704901416416
2022-01-20,537453.5103181545,104.40704901416416
2022-01-21,537225.405014133,104.40704901416416
2022-01-22,539063.7929818743,106.28704901416415
2022-01-23,529476.4144894676,106.28704901416415
2022-01-24,533225.6508241557,106.28704901416415
2022-01-25,534062.6754738265,106.28704901416415
2022-01-26,536002.379490036,106.28704901416415
2022-01-27,526447.3930383853,105.63704901416415
2022-01-28,525364.8370110138,105.63704901416415
2022-01-29,526224.0401375229,105.63704901416415
2022-01-30,533642.5133209982,105.63704901416415
2022-01-31,528360.9823622113,105.63704901416415
2022-02-01,533626.0118814358,105.63704901416415
2022-02-02,535246.5442716511,105.63704901416415
2022-02-03,533760.0509054086,105.63704901416415
2022-02-04,528742.1833282175,105.68707447416415
2022-02-05,528003.3754508878,105.68707447416415
2022-02-06,527222.3318904043,105.72707447416416
2022-02-07,528060.5676170671,105.82707447416415
2022-02-08,531386.0087371893,105.82707447416415
2022-02-09,535479.2673459223,105.82707447416415
2022-02-10,536699.9781966932,105.82707447416415
2022-02-11,539136.4884306999,105.82707447416415
2022-02-12,531852.375074337,105.82707447416415
2022-02-13,519203.5044832672,105.82707447416415
2022-02-14,509608.2761430497,105.82707447416415
2022-02-15,504647.0822883165,105.83963962597332
2022-02-16,493830.95354436827,105.83963962597332
2022-02-17,455882.0648577888,105.83963962597332
2022-02-18,458714.3345314504,105.83963962597332
2022-02-19,459626.70347541384,106.23963962597331
2022-02-20,459246.5714246105,106.23963962597331
2022-02-21,459058.7159561854,106.23963962597331
2022-02-22,453973.6156678668,106.23963962597331
2022-02-23,452015.50995733414,106.23963962597331
2022-02-24,450657.2295399366,106.23963962597331
2022-02-25,448092.2875379454,106.23963962597331
2022-02-26,445042.3497117663,106.23963962597331
2022-02-27,442886.4525835091,106.23963962597331
2022-02-28,442641.8497168511,106.23963962597331
2022-03-01,439873.2253929808,106.23963962597331
2022-03-02,438580.30364660657,106.23963962597331
2022-03-03,438100.08348302945,106.23963962597331
2022-03-04,438541.5569075275,106.28663962597332
2022-03-05,441378.7530359209,106.28663962597332
2022-03-06,441322.0087691901,106.28663962597332
2022-03-07,441841.21648948465,106.28663962597332
2022-03-08,442607.7696988634,106.28663962597332
2022-03-09,437343.3403461707,106.28663962597332
2022-03-10,434611.23092747823,106.28663962597332
2022-03-11,432557.0847644761,106.28663962597332
2022-03-12,432462.5770871321,106.28663962597332
2022-03-13,432491.5151047021,106.28663962597332
2022-03-14,431408.52001346456,106.28663962597332
2022-03-15,426164.147682974,106.28663962597332
2022-03-16,423794.31199153856,106.28663962597332
2022-03-17,420782.6187956275,106.28663962597332
2022-03-18,417611.99156796286,106.28663962597332
2022-03-19,417136.171053296,106.28663962597332
2022-03-20,416669.1122384622,106.28663962597332
2022-03-21,414215.26882689825,106.28663962597332
2022-03-22,406204.08052537096,106.29277382597331
2022-03-23,402349.6261633962,106.29277382597331
2022-03-24,402683.9086422234,106.29277382597331
2022-03-25,403673.0116142966,106.29277382597331
2022-03-26,402000.41690211,106.29277382597331
2022-03-27,397888.0212802749,106.29277382597331
2022-03-28,397393.4914764667,106.29277382597331
2022-03-29,394397.4902375883,106.01377382597332
2022-03-30,389083.8910344615,106.01377382597332
2022-03-31,389564.59672752826,106.01377382597332
2022-04-01,390678.8492724695,106.01377382597332
2022-04-02,384331.871814662,106.01377382597332
2022-04-03,382602.89096565946,106.02377382597332
2022-04-04,381417.7720751035,106.02377382597332
2022-04-05,380739.0593787026,106.02377382597332
2022-04-06,380618.2513848737,106.02377382597332
2022-04-07,383801.5974390944,106.02377382597332
2022-04-08,386788.05036518624,106.02377382597332
2022-04-09,383526.85276180273,106.02377382597332
2022-04-10,383426.6806925041,106.02377382597332
2022-04-11,383197.40157864144,116.02377382597332
2022-04-12,384593.24690585834,116.02377382597332
2022-04-13,386097.3116733534,116.02377382597332
2022-04-14,385580.7873280895,116.02377382597332
2022-04-15,385818.69393208897,116.02877382597332
2022-04-16,385929.08627468057,116.02877382597332
2022-04-17,386561.2633707256,116.02877382597332
2022-04-18,385719.3166903887,116.02877382597332
2022-04-19,386347.593805026,106.02877382597332
2022-04-20,385413.1344041895,106.02877382597332
2022-04-21,385276.03061703313,106.02877382597332
2022-04-22,386009.95884069975,106.02877382597332
2022-04-23,386237.68627624115,106.02877382597332
2022-04-24,388096.46403770626,106.02877382597332
2022-04-25,390689.51222907566,106.02877382597332
2022-04-26,387516.3690735611,106.02877382597332
2022-04-27,387559.9267808898,106.02877382597332
2022-04-28,387190.00226985593,106.02877382597332
2022-04-29,385637.48508223414,106.02877382597332
2022-04-30,386683.8676464918,106.02877382597332
2022-05-01,386496.97407686024,106.02877382597332
2022-05-02,385539.13492069417,106.02877382597332
2022-05-03,385660.74098901,106.02877382597332
2022-05-04,390087.8786363106,106.02877382597332
2022-05-05,396780.7395258524,106.03047382393332
2022-05-06,398789.52137659583,106.03047382393332
2022-05-07,407017.5016112206,106.03047382393332
2022-05-08,413889.78722902446,106.03047382393332
2022-05-09,417586.935567277,106.03047382393332
2022-05-10,415193.521323492,106.03047382393332
2022-05-11,414255.5895595551,106.03047382393332
2022-05-12,409331.4806881658,106.03047382393332
2022-05-13,398724.0690946717,106.03047382393332
2022-05-14,393479.79777301376,106.03047382393332
2022-05-15,391153.1416060907,106.03047382393332
2022-05-16,391070.80879291514,106.03047382393332
2022-05-17,395952.8338684099,106.03047382393332
2022-05-18,394625.63140312734,106.03047382393332
2022-05-19,396457.7435020313,106.03047382393332
2022-05-20,394489.5207511787,106.03047382393332
2022-05-21,392492.4536588322,106.05047382393332
2022-05-22,390755.7671399134,106.05047382393332
2022-05-23,389325.91155353066,106.05387382393332
2022-05-24,389332.48448061605,106.05387382393332
2022-05-25,389972.6027763791,106.05387382393332
2022-05-26,389667.61177645536,106.05387382393332
2022-05-27,386489.7144745005,106.05387382393332
2022-05-28,385523.0373565575,106.05387382393332
2022-05-29,383734.7001019575,106.05387382393332
2022-05-30,381210.4231635477,106.05387382393332
2022-05-31,378218.75991223246,106.05387382393332
2022-06-01,378232.87067380367,106.05387382393332
2022-06-02,378911.2040505135,106.05387382393332
2022-06-03,378964.3835376992,106.05387382393332
2022-06-04,382349.6474030397,106.05387382393332
2022-06-05,382287.2371760922,106.05387382393332
2022-06-06,382220.9625520451,106.05387382393332
2022-06-07,381330.6694496609,106.05387382393332
2022-06-08,382116.3090538926,106.05387382393332
2022-06-09,382784.4261672542,106.25387382393332
2022-06-10,383609.6807616313,106.25387382393332
2022-06-11,384537.6519099835,106.25387382393332
2022-06-12,379046.9825837351,106.25387382393332
2022-06-13,376729.0466591152,106.25387382393332
2022-06-14,360030.17076896346,106.25387382393332
2022-06-15,357188.92601309175,106.25387382393332
2022-06-16,356172.11644633784,106.25387382393332
2022-06-17,353262.42334885796,106.25387382393332
2022-06-18,352951.519128119,106.25387382393332
2022-06-19,352682.2587683876,106.25387382393332
2022-06-20,339702.4187394602,106.25387382393332
2022-06-21,338686.61778363056,106.25387382393332
2022-06-22,338404.7142212191,106.25387382393332
2022-06-23,335520.4148496455,106.25387382393332
2022-06-24,330027.9327891132,106.25387382393332
2022-06-25,329611.52720702655,106.25387382393332
2022-06-26,330724.9519825339,106.25387382393332
2022-06-27,327718.6160699918,106.25387382393332
2022-06-28,326955.41227501153,106.25387382393332
2022-06-29,327578.16818716313,106.25387382393332
2022-06-30,327787.5568412173,106.25387382393332
2022-07-01,329726.30157997465,106.25387382393332
2022-07-02,328561.4008337374,106.25387382393332
2022-07-03,328337.04408789193,106.26016137285535
2022-07-04,327863.456356843,106.26016137285535
2022-07-05,326902.2264300178,106.26016137285535
2022-07-06,326808.5012547883,106.26016137285535
2022-07-07,324633.95320541045,106.26016137285535
2022-07-08,322086.5168806286,106.26016137285535
2022-07-09,320567.3130420197,106.26016137285535
2022-07-10,320332.9368351571,106.26016137285535
2022-07-11,320685.16625137965,106.26876137285535
2022-07-12,322431.45692636585,106.26876137285535
2022-07-13,321997.26998407935,106.26876137285535
2022-07-14,322657.327468776,106.26876137285535
2022-07-15,322110.7846743875,106.26876137285535
2022-07-16,318186.10355731245,106.26876137285535
2022-07-17,316613.66472494806,106.26876137285535
2022-07-18,316932.7275887385,106.26876137285535
2022-07-19,316201.6489253388,106.26876137285535
2022-07-20,316739.25134314975,106.26876137285535
2022-07-21,318776.81056598946,106.26876137285535
2022-07-22,319625.73740875965,106.26876137285535
2022-07-23,323429.46172368235,106.26876137285535
2022-07-24,324249.9383415305,106.26876137285535
2022-07-25,329600.7589623573,106.26876137285535
2022-07-26,334520.65671303676,106.26876137285535
2022-07-27,335635.3394356808,106.26876137285535
2022-07-28,334649.18706543645,106.26876137285535
2022-07-29,353961.6855230115,106.26876137285535
2022-07-30,346596.4120392588,106.26876137285535
2022-07-31,347091.11815466016,106.26876137285535
2022-08-01,346331.8927684106,106.27495013237598
2022-08-02,343931.51459397573,106.27495013237598
2022-08-03,343453.2583057068,106.27495013237598
2022-08-04,349479.08067994023,106.27495013237598
2022-08-05,348822.1284060926,106.27495013237598
2022-08-06,347715.23004460894,106.27495013237598
2022-08-07,347005.7415622451,106.79254602985864
2022-08-08,346739.3679323786,106.79254602985864
2022-08-09,343218.20378357684,106.79254602985864
2022-08-10,334368.5994652893,106.79254602985864
2022-08-11,331332.2811910639,106.73254602985865
2022-08-12,328488.6223392997,106.73254602985865
2022-08-13,328257.95995246584,106.73254602985865
2022-08-14,332561.0797915977,106.73254602985865
2022-08-15,336152.3811700363,106.73254602985865
2022-08-16,338756.0955016512,106.73254602985865
2022-08-17,348002.9971680149,106.73254602985865
2022-08-18,348576.47481708304,106.73254602985865
2022-08-19,347846.9625192371,106.73254602985865
2022-08-20,348073.5988768832,106.73254602985865
2022-08-21,350164.1970358235,106.73254602985865
2022-08-22,350096.6400799173,106.73254602985865
2022-08-23,349592.18307458085,106.73254602985865
2022-08-24,350520.3480735107,106.73254602985865
2022-08-25,348639.69442991994,106.83254602985865
2022-08-26,347958.5658514321,106.83254602985865
2022-08-27,346902.3468479203,106.83254602985865
2022-08-28,344594.1096167922,106.83254602985865
2022-08-29,345997.7783765535,106.83254602985865
2022-08-30,345910.01153593016,106.83254602985865
2022-08-31,345394.77041309664,106.83254602985865
2022-09-01,344407.3537654605,106.83254602985865
2022-09-02,343953.4631372959,106.83254602985865
2022-09-03,299839.53489218996,106.83254602985865
2022-09-04,294796.32795434847,106.83254602985865
2022-09-05,294193.4793616864,106.83254602985865
2022-09-06,288810.034600017,106.83254602985865
2022-09-07,275893.8082348122,106.83254602985865
2022-09-08,263861.16107420344,106.83254602985865
2022-09-09,258427.6127604544,106.83254602985865
2022-09-10,249624.35593522593,106.83254602985865
2022-09-11,243073.6886073006,106.83254602985865
2022-09-12,240121.1399384983,106.83254602985865
2022-09-13,231484.3104860832,106.83254602985865
2022-09-14,221220.68077740484,106.83254602985865
2022-09-15,180903.0781842936,106.83254602985865
2022-09-16,212390.4763848616,106.83254602985865
2022-09-17,222743.64750765983,106.83254602985865
2022-09-18,230215.274100666,106.83254602985865
2022-09-19,241897.54120344235,106.83254602985865
2022-09-20,249751.9067254237,106.83254602985865
2022-09-21,251027.82320865153,106.83254602985865
2022-09-22,267959.6325747347,106.83254602985865
2022-09-23,265899.0934229504,106.83254602985865
2022-09-24,267389.0567821103,106.83254602985865
2022-09-25,266680.4155825223,106.83254602985865
2022-09-26,266758.8235871952,106.77854602985865
2022-09-27,267472.0911831408,106.77854602985865
2022-09-28,265948.0848809908,106.77854602985865
2022-09-29,267249.3957942591,106.77854602985865
2022-09-30,267098.817327075,106.78998602985865
2022-10-01,266789.59388917533,106.78998602985865
2022-10-02,266875.699196251,106.79398602985864
2022-10-03,268579.90980471176,106.79398602985864
2022-10-04,268470.6011828234,106.79398602985864
2022-10-05,268579.92045529815,106.79398602985864
2022-10-06,272938.1416117984,106.79398602985864
2022-10-07,271922.61509297416,106.79478602985864
2022-10-08,272500.0915712615,106.79478602985864
2022-10-09,273098.09331340983,106.79478602985864
2022-10-10,271859.2657179041,106.79478602985864
2022-10-11,274330.3091252002,106.79478602985864
2022-10-12,274549.5755459021,106.79478602985864
2022-10-13,273944.8023396594,106.79478602985864
2022-10-14,273207.37794585305,106.79478602985864
2022-10-15,271520.568697966,106.27949667141415
2022-10-16,272052.69199094246,106.27949667141415
2022-10-17,272293.5006084707,106.27949667141415
2022-10-18,273039.95880133915,106.27949667141415
2022-10-19,272120.54188385844,106.27949667141415
2022-10-20,274624.5584416035,106.27949667141415
2022-10-21,274695.29652205104,106.27949667141415
2022-10-22,273711.80505282676,106.27949667141415
2022-10-23,274204.6524884741,106.27949667141415
2022-10-24,273258.55551763263,106.27949667141415
2022-10-25,272526.1949486928,105.57949667141415
2022-10-26,270441.2550038468,105.57949667141415
2022-10-27,268277.7187052844,105.58077792454635
2022-10-28,267159.5385004199,105.58077792454635
2022-10-29,266451.7249030758,105.58077792454635
2022-10-30,263847.6164572586,105.58077792454635
2022-10-31,263587.798278827,105.58077792454635
2022-11-01,264015.1197530214,105.58077792454635
2022-11-02,263929.27102351654,105.58077792454635
2022-11-03,265318.7568083602,105.58077792454635
2022-11-04,267439.3168735043,105.58077792454635
2022-11-05,269891.23183243396,105.58077792454635
2022-11-06,269671.12121193286,105.58077792454635
2022-11-07,271200.7584984041,105.58077792454635
2022-11-08,272813.51378707174,105.58077792454635
2022-11-09,273984.4367817243,105.58077792454635
2022-11-10,277064.8876023311,105.58077792454635
2022-11-11,276701.84449237585,105.58077792454635
2022-11-12,275981.25769697333,105.58077792454635
2022-11-13,275476.7765927574,105.58077792454635
2022-11-14,273745.9772138748,105.58077792454635
2022-11-15,273287.14551972196,105.58077792454635
2022-11-16,271335.4403184386,105.58077792454635
2022-11-17,271696.9983904522,105.58077792454635
2022-11-18,271418.7588669156,105.58077792454635
2022-11-19,270881.81736087083,105.58077792454635
2022-11-20,271070.567881671,105.58077792454635
2022-11-21,273418.8642122121,105.58077792454635
2022-11-22,275483.15745095455,105.58077792454635
2022-11-23,276809.66851181537,105.58077792454635
2022-11-24,275141.60179188027,105.58077792454635
2022-11-25,272860.4226369415,105.58077792454635
2022-11-26,272895.1307603469,105.58077792454635
2022-11-27,271793.86471601477,105.58077792454635
2022-11-28,271025.8802481088,105.3926730082418
2022-11-29,271890.90967351076,105.3926730082418
2022-11-30,271385.2878596732,105.3926730082418
2022-12-01,269652.47630053264,105.3926730082418
2022-12-02,270293.6594447412,105.3926730082418
2022-12-03,270201.2780449004,105.3926730082418
2022-12-04,270169.6668093355,105.3926730082418
2022-12-05,270383.0522440564,105.3926730082418
2022-12-06,270015.8805449376,105.3926730082418
2022-12-07,270221.69225445006,105.3976730082418
2022-12-08,271408.4603768268,105.3976730082418
2022-12-09,272221.31181169086,105.3976730082418
2022-12-10,272326.6059682543,105.3976730082418
2022-12-11,271998.8632268876,105.3976730082418
2022-12-12,272041.03941466,105.3976730082418
2022-12-13,271410.5601590542,105.3976730082418
2022-12-14,270355.55371888215,105.3976730082418
2022-12-15,269377.62410749996,105.3976730082418
2022-12-16,270350.66280271247,105.3976730082418
2022-12-17,274035.1549899814,105.3976730082418
2022-12-18,275929.9971103932,105.3976730082418
2022-12-19,276076.1903524274,105.3976730082418
2022-12-20,276042.63850385835,105.3976730082418
2022-12-21,275681.4717152437,105.404710997212
2022-12-22,274992.1830375208,105.404710997212
2022-12-23,274919.68931880465,105.404710997212
2022-12-24,275233.7109648168,105.404710997212
2022-12-25,275132.14936557406,105.404710997212
2022-12-26,273700.6149459687,105.404710997212
2022-12-27,270890.02429393824,105.404710997212
2022-12-28,267830.45400698145,105.404710997212
2022-12-29,264789.84869125363,105.404710997212
2022-12-30,264789.4614468819,105.404710997212
2022-12-31,264241.9748247089,105.404710997212
2023-01-01,264473.1144717946,105.404710997212
2023-01-02,264643.1705711868,105.404710997212
2023-01-03,263997.0955258212,105.404710997212
2023-01-04,263612.9420344515,105.404710997212
2023-01-05,262662.24129775533,105.404710997212
2023-01-06,262398.54123146733,105.404710997212
2023-01-07,261773.18292484357,105.404710997212
2023-01-08,261831.61056832643,105.404710997212
2023-01-09,261777.18559758825,105.404710997212
2023-01-10,262258.6040404038,105.404710997212
2023-01-11,262292.080531639,105.404710997212
2023-01-12,262798.3727149087,105.404710997212
2023-01-13,261413.47275526312,105.404710997212
2023-01-14,262174.8780743439,105.404710997212
2023-01-15,263127.5192171007,105.404710997212
2023-01-16,263524.74862944987,105.404710997212
2023-01-17,262899.1482716074,105.404710997212
2023-01-18,262350.3695928382,105.404710997212
2023-01-19,262634.48696087697,105.404710997212
2023-01-20,262639.9065710202,105.404710997212
2023-01-21,261585.7782091783,105.404710997212
2023-01-22,261333.3501115456,105.404710997212
2023-01-23,262000.69803745832,105.404710997212
2023-01-24,262897.41332435963,105.404710997212
2023-01-25,264043.3709120107,105.404710997212
2023-01-26,264944.2656912379,105.404710997212
2023-01-27,266595.43784854823,105.404710997212
2023-01-28,268536.8818762949,105.404710997212
2023-01-29,268651.748597025,105.404710997212
2023-01-30,268172.3461746941,105.404710997212
2023-01-31,268840.4127740967,105.404710997212
2023-02-01,267916.12598262506,105.404710997212
2023-02-02,267153.3361652138,105.404710997212
2023-02-03,267275.71334828815,105.404710997212
2023-02-04,267330.8555431151,105.404710997212
2023-02-05,266186.4340303773,105.404710997212
2023-02-06,266819.83772055106,105.404710997212
2023-02-07,268579.1613695658,105.404710997212
2023-02-08,268516.54374337394,105.404710997212
2023-02-09,264802.8465791568,105.404710997212
2023-02-10,267705.3391763797,105.404710997212
2023-02-11,270857.899914869,105.404710997212
2023-02-12,270874.9039696373,105.404710997212
2023-02-13,270562.1305902971,105.404710997212
2023-02-14,268058.63347075,105.404710997212
2023-02-15,267899.8211109632,105.404710997212
2023-02-16,269139.5998157809,105.41341099721201
2023-02-17,267270.67924155697,105.41341099721201
2023-02-18,268845.62732907385,105.41341099721201
2023-02-19,268411.75821447617,105.41341099721201
2023-02-20,266589.371583626,105.41341099721201
2023-02-21,265991.1202180923,105.41341099721201
2023-02-22,266085.2130248493,105.41341099721201
2023-02-23,267225.5112142139,105.41341099721201
2023-02-24,266944.0849253036,105.41341099721201
2023-02-25,266842.258680818,105.41341099721201
2023-02-26,266601.02555133915,105.41341099721201
2023-02-27,264504.6086169625,105.41341099721201
2023-02-28,264320.57892310957,105.41341099721201
2023-03-01,262974.0147421921,105.41341099721201
2023-03-02,247328.74415839085,105.41341099721201
2023-03-03,247277.1473733537,105.41341099721201
2023-03-04,247951.89598461136,105.41341099721201
2023-03-05,247053.13790937475,105.41341099721201
2023-03-06,246985.9785342088,105.41341099721201
2023-03-07,245331.67262634583,105.41341099721201
2023-03-08,244105.98860782688,105.41341099721201
2023-03-09,244987.17762598043,105.41341099721201
2023-03-10,245881.27890038944,105.41341099721201
2023-03-11,246012.92850645524,105.41641099721201
2023-03-12,244103.3346729965,105.41641099721201
2023-03-13,244323.4477003852,105.41641099721201
2023-03-14,243571.6842078667,105.41641099721201
2023-03-15,243996.9215502651,105.41641099721201
2023-03-16,243581.5523205463,105.41641099721201
2023-03-17,243671.7097845975,105.41641099721201
2023-03-18,244365.9259085435,105.41641099721201
2023-03-19,243070.89823234125,105.41641099721201
2023-03-20,243192.78769345055,105.566410997212
2023-03-21,243704.6187418699,105.566410997212
2023-03-22,242451.9331929992,105.566410997212
2023-03-23,242830.5055859301,105.5823089099147
2023-03-24,241361.52540568143,105.5823089099147
2023-03-25,241137.78454052223,105.5823089099147
2023-03-26,240010.91538580417,105.5823089099147
2023-03-27,238407.64978553867,105.5823089099147
2023-03-28,237334.56873051377,105.5823089099147
2023-03-29,238170.5980421235,105.5823089099147
2023-03-30,238490.49339945745,105.5823089099147
2023-03-31,239786.60992353375,105.5823089099147
2023-04-01,240773.4738396783,105.5823089099147
2023-04-02,239897.06701217988,105.5823089099147
2023-04-03,239697.52593364555,105.5823089099147
2023-04-04,239556.3154609256,105.5823089099147
2023-04-05,239129.14071583477,105.5823089099147
2023-04-06,239828.33830385495,105.5823089099147
2023-04-07,238591.15843454393,105.5823089099147
2023-04-08,238835.2195040568,105.5926934499147
2023-04-09,239096.8894041319,105.41603330191471
2023-04-10,238477.8497881116,105.41603330191471
2023-04-11,238749.95233795885,105.42113330191471
2023-04-12,238911.8323448833,105.42113330191471
2023-04-13,236057.55022341097,105.42113330191471
2023-04-14,235411.3653143873,105.42113330191471
2023-04-15,234900.6037340639,105.42113330191471
2023-04-16,234116.820825768,105.42113330191471
2023-04-17,231986.53984904708,105.42113330191471
2023-04-18,231973.34957049825,105.42113330191471
2023-04-19,232592.42063314063,105.42113330191471
2023-04-20,233367.7508631817,105.42113330191471
2023-04-21,234585.6289477288,105.42113330191471
2023-04-22,234008.0590126966,105.42113330191471
2023-04-23,233937.3632377338,105.42113330191471
2023-04-24,234445.99735819345,105.42113330191471
2023-04-25,234276.4777971961,105.42113330191471
2023-04-26,234837.25887001315,105.42113330191471
2023-04-27,234722.8740506244,105.42113330191471
2023-04-28,234469.09470942005,105.42113330191471
2023-04-29,235024.58326083023,105.42113330191471
2023-04-30,234988.0024926324,105.42113330191471
2023-05-01,233623.27820023583,105.42113330191471
2023-05-02,233440.38509274495,105.42113330191471
2023-05-03,233312.9625593233,105.42113330191471
2023-05-04,233870.7574315589,105.42113330191471
2023-05-05,235671.73381002792,105.42113330191471
2023-05-06,234958.2934127775,105.42113330191471
2023-05-07,234455.51408503737,105.42113330191471
2023-05-08,224806.7519023537,105.42113330191471
2023-05-09,225655.1906219567,105.42113330191471
2023-05-10,225169.66885558097,105.42113330191471
2023-05-11,224944.9536678235,105.42113330191471
2023-05-12,225267.31477254815,105.42113330191471
2023-05-13,225616.4394403564,105.42113330191471
2023-05-14,223600.66719986167,105.42113330191471
2023-05-15,222991.10892107015,105.42113330191471
2023-05-16,222802.71419689173,105.42113330191471
2023-05-17,222660.9490725292,105.42113330191471
2023-05-18,222957.9622566116,105.42113330191471
2023-05-19,223036.40795549963,105.42113330191471
2023-05-20,222884.22796158772,105.42113330191471
2023-05-21,222927.9878660565,105.42113330191471
2023-05-22,223010.25949319467,105.42113330191471
2023-05-23,222949.58452329985,105.42113330191471
2023-05-24,222361.84004505505,105.42113330191471
2023-05-25,220899.6362971522,105.42113330191471
2023-05-26,220824.4266481236,105.42113330191471
2023-05-27,221202.5058845466,105.42113330191471
2023-05-28,221173.8796710962,105.42113330191471
2023-05-29,220961.50767693017,105.42113330191471
2023-05-30,220706.35067412208,105.42113330191471
2023-05-31,220325.00675663387,105.42113330191471
2023-06-01,219652.93812274217,105.42113330191471
2023-06-02,219369.68915760057,105.42113330191471
2023-06-03,218858.70104487063,105.42113330191471
2023-06-04,218561.01808539877,105.42113330191471
2023-06-05,218676.81478359568,105.42113330191471
2023-06-06,218641.5092414955,105.42113330191471
2023-06-07,222293.33373245716,105.42113330191471
2023-06-08,222372.82018919292,105.42113330191471
2023-06-09,221747.79636097536,105.42113330191471
2023-06-10,221675.59491303365,105.42113330191471
2023-06-11,221660.7628271127,105.42113330191471
2023-06-12,222235.3023001743,105.42113330191471
2023-06-13,221106.19262401116,105.42113330191471
2023-06-14,220733.53520535617,105.42113330191471
2023-06-15,220740.71788166347,105.42113330191471
2023-06-16,221498.2462570006,105.42113330191471
2023-06-17,221435.0325717471,105.42113330191471
2023-06-18,222224.18833549897,105.42113330191471
2023-06-19,222777.9699664248,105.42113330191471
2023-06-20,223676.2461180432,105.42113330191471
2023-06-21,223575.4356696349,105.42113330191471
2023-06-22,223446.11023211144,105.42113330191471
2023-06-23,222833.2453009026,105.42113330191471
2023-06-24,222744.19201857268,105.42113330191471
2023-06-25,222569.04154948343,105.42113330191471
2023-06-26,221800.82308285657,105.42113330191471
2023-06-27,226659.7233537005,105.42113330191471
2023-06-28,225169.945373112,105.42113330191471
2023-06-29,223665.3848160332,105.42113330191471
2023-06-30,223747.6703253617,105.42113330191471
2023-07-01,223372.77970303327,105.42113330191471
2023-07-02,222453.5613119572,105.42113330191471
2023-07-03,221847.50594415853,105.42113330191471
2023-07-04,221616.54994875955,105.42113330191471
2023-07-05,221492.83175895328,105.42113330191471
2023-07-06,221676.70083418227,105.42113330191471
2023-07-07,221287.8876088184,105.42113330191471
2023-07-08,221887.0705460698,105.42113330191471
2023-07-09,222465.04125478875,105.42113330191471
2023-07-10,222600.97530818664,105.42113330191471
2023-07-11,223161.30892542863,105.42113330191471
2023-07-12,223508.85531289745,105.42113330191471
2023-07-13,223041.1060460772,105.42113330191471
2023-07-14,216965.66733259129,105.42113330191471
2023-07-15,215814.4995812092,105.42113330191471
2023-07-16,215559.9369489616,105.42113330191471
2023-07-17,215395.06800030216,105.42113330191471
2023-07-18,215374.74387028455,105.42113330191471
2023-07-19,215406.30526452823,105.42113330191471
2023-07-20,215036.65824859924,105.42113330191471
2023-07-21,215662.21310517617,105.42113330191471
2023-07-22,215646.48732874793,105.42113330191471
2023-07-23,215542.70457220517,105.42113330191471
2023-07-24,216242.5655957084,105.42113330191471
2023-07-25,216558.8400110827,105.42113330191471
2023-07-26,216526.43584466435,105.42321135600947
2023-07-27,216400.9791892981,105.42321135600947
2023-07-28,216197.95370104452,105.42321135600947
2023-07-29,216090.64374646833,105.42321135600947
2023-07-30,215639.76651315333,105.42321135600947
2023-07-31,215152.74152375228,105.42321135600947
2023-08-01,213060.25460801125,105.42321135600947
2023-08-02,213271.9953341077,105.42321135600947
2023-08-03,212400.72412649973,105.42321135600947
2023-08-04,211450.6041441055,105.42321135600947
2023-08-05,211652.53884765887,105.42321135600947
2023-08-06,211615.5035106197,105.42321135600947
2023-08-07,211374.35458026925,105.42321135600947
2023-08-08,211217.1152334504,105.42321135600947
2023-08-09,211321.3843392914,105.42321135600947
2023-08-10,208714.6679862776,105.42321135600947
2023-08-11,208413.4090253794,105.42321135600947
2023-08-12,208343.03086477192,105.42321135600947
2023-08-13,208102.7491261733,105.42321135600947
2023-08-14,207525.92437131307,105.42321135600947
2023-08-15,206553.42045906183,105.42321135600947
2023-08-16,206497.96453696277,105.42321135600947
2023-08-17,206935.3937346752,105.42321135600947
2023-08-18,207755.10137263688,105.42321135600947
2023-08-19,206994.7823219279,105.42321135600947
2023-08-20,205721.46787281384,105.42321135600947
2023-08-21,204776.50668299873,105.42321135600947
2023-08-22,204922.75437418587,105.42321135600947
2023-08-23,204231.67467073575,105.42321135600947
2023-08-24,204934.02169345188,105.42321135600947
2023-08-25,205162.7268124776,105.42321135600947
2023-08-26,204859.4851326956,105.42321135600947
2023-08-27,205017.19800423,105.42321135600947
2023-08-28,204954.84080014512,105.42321135600947
